Date,Open,High,Low,Close,Adj Close,Volume
2011-02-14,25.254000,25.872999,25.254000,25.496000,23.899586,11144000
2011-02-15,25.521000,25.656000,25.400999,25.610001,24.006445,6887000
2011-02-16,25.684999,25.882999,25.378000,25.438000,23.845221,8418000
2011-02-17,25.035999,25.400000,24.861000,25.181999,23.605249,14951000
2011-02-18,25.200001,25.318001,24.966000,25.073999,23.504009,8877000
2011-02-22,24.531000,25.052999,24.414000,24.738001,23.189058,6916000
2011-02-23,24.738001,24.930000,24.409000,24.412001,22.883467,8440000
2011-02-24,24.500000,24.655001,24.296000,24.417999,22.889088,9580000
2011-02-25,24.670000,24.934000,24.500999,24.671000,23.126245,9826000
2011-02-28,24.757999,24.785000,24.042000,24.056000,22.549749,13373000
2011-03-01,24.250999,24.698999,24.035999,24.035999,22.531006,12126000
2011-03-02,24.110001,24.695000,24.040001,24.618000,23.076561,7798000
2011-03-03,24.694000,25.170000,24.672001,25.165001,23.589310,10239000
2011-03-04,24.990000,25.177999,24.857000,24.975000,23.411213,6887000
2011-03-07,24.990999,25.289000,24.645000,24.726999,23.178740,7923000
2011-03-08,24.722000,25.156000,24.500000,24.900000,23.340900,8048000
2011-03-09,24.870001,25.184999,24.742001,24.798000,23.245289,8961000
2011-03-10,24.747999,24.747999,24.211000,24.356001,22.830967,10315000
2011-03-11,24.202000,24.900000,24.202000,24.841999,23.286533,5006000
2011-03-14,24.719999,24.959000,24.622999,24.884001,23.325907,7354000
2011-03-15,24.301001,24.658001,24.187000,24.465000,22.933146,9512000
2011-03-16,24.405001,24.843000,24.388000,24.430000,22.900337,9587000
2011-03-17,24.655001,24.900000,24.229000,24.375999,22.849710,6941000
2011-03-18,24.452999,24.625999,24.139999,24.167999,22.654737,9169000
2011-03-21,24.333000,24.799999,24.333000,24.796000,23.243420,7056000
2011-03-22,24.757999,24.930000,24.639000,24.676001,23.130928,8083000
2011-03-23,24.663000,24.836000,24.573999,24.686001,23.140308,6606000
2011-03-24,24.773001,25.309999,24.551001,25.231001,23.651175,8619000
2011-03-25,25.202000,25.330000,24.736000,24.770000,23.219048,11570000
2011-03-28,25.076000,25.427999,24.783001,25.237000,23.656805,13286000
2011-03-29,25.138000,25.291000,24.941999,25.171000,23.594931,7479000
2011-03-30,25.655001,26.238001,25.219999,25.365999,23.777729,19207000
2011-03-31,25.308001,25.573999,25.113001,25.172001,23.595877,8263000
2011-04-01,25.201000,25.513000,25.194000,25.355000,23.767412,7964000
2011-04-04,25.490999,26.132999,25.486000,26.125000,24.489199,9017000
2011-04-05,26.003000,26.458000,25.940001,26.292999,24.646683,14002000
2011-04-06,26.389000,26.559000,26.191000,26.548000,24.899921,9952000
2011-04-07,26.549999,26.599001,26.284000,26.517000,24.870852,7454000
2011-04-08,26.698999,26.700001,26.299999,26.306000,24.672951,8661000
2011-04-11,26.288000,26.745001,26.216000,26.660999,25.005903,7560000
2011-04-12,26.055000,26.728001,26.055000,26.296000,24.663565,9672000
2011-04-13,26.504000,26.996000,26.447001,26.976000,25.301352,12726000
2011-04-14,26.802999,26.992001,26.702000,26.886999,25.217869,6235000
2011-04-15,26.900999,26.947001,26.419001,26.757999,25.096884,12410000
2011-04-18,26.649000,26.652000,26.348000,26.504999,24.859587,6748000
2011-04-19,26.586000,26.886999,26.549000,26.705999,25.048107,5973000
2011-04-20,26.930000,27.375000,26.854000,27.002001,25.325733,7363000
2011-04-21,27.000000,27.334999,26.895000,27.327999,25.631498,7145000
2011-04-25,27.327999,27.400000,27.069000,27.143000,25.457973,5667000
2011-04-26,27.112000,27.809999,27.112000,27.636000,25.920378,6497000
2011-04-27,27.606001,27.625000,27.160000,27.535999,25.826586,5516000
2011-04-28,27.533001,27.584000,27.402000,27.469999,25.764683,4601000
2011-04-29,27.469999,27.589001,27.344999,27.589001,25.876297,7510000
2011-05-02,27.697001,28.000000,27.497999,27.528999,25.820023,8273000
2011-05-03,28.200001,28.680000,28.025999,28.238001,26.485008,14846000
2011-05-04,27.965000,28.313000,27.823000,28.239000,26.485941,10899000
2011-05-05,28.054001,28.198000,27.306999,27.450001,25.745930,10772000
2011-05-06,27.502001,27.770000,27.386999,27.424999,25.722471,6294000
2011-05-09,27.452000,27.929001,27.311001,27.877001,26.146418,5102000
2011-05-10,27.999001,28.164000,27.889000,28.110001,26.364952,5248000
2011-05-11,28.100000,28.200001,27.705999,27.813000,26.086390,6754000
2011-05-12,27.707001,28.275000,27.670000,28.209999,26.458748,7240000
2011-05-13,28.226999,28.274000,27.945999,28.000000,26.261784,5834000
2011-05-16,27.820999,28.219999,27.680000,27.915001,26.182056,6069000
2011-05-17,28.024000,28.219999,27.650999,28.205000,26.454058,11190000
2011-05-18,28.002001,28.292999,27.792000,28.135000,26.388397,7085000
2011-05-19,28.246000,28.475000,28.100000,28.406000,26.642576,6320000
2011-05-20,28.476999,28.476999,27.732000,27.757000,26.033865,9856000
2011-05-23,27.450001,27.556000,26.988001,27.195999,25.507692,9176000
2011-05-24,27.316000,27.320000,26.841000,27.009001,25.332304,7887000
2011-05-25,26.805000,27.552999,26.799999,27.448000,25.744047,9383000
2011-05-26,27.400000,28.363001,27.250000,28.209999,26.458748,14866000
2011-05-27,28.219000,28.632000,28.153000,28.524000,26.753254,11587000
2011-05-31,28.677999,28.857000,28.545000,28.705000,26.923023,9573000
2011-06-01,28.660000,28.775999,28.066000,28.066000,26.323685,8658000
2011-06-02,28.069000,28.580999,27.950001,28.275000,26.519712,8623000
2011-06-03,27.900999,28.268000,27.551001,27.705999,25.986031,7016000
2011-06-06,27.676001,27.773001,27.105000,27.191999,25.503942,9254000
2011-06-07,27.301001,27.715000,27.301001,27.420000,25.717787,10541000
2011-06-08,27.257000,27.264000,25.834000,27.000000,25.323856,30792000
2011-06-09,26.851999,27.308001,26.815001,27.170000,25.483309,8317000
2011-06-10,27.039000,27.160999,26.514000,26.702999,25.045296,10220000
2011-06-13,26.702000,26.917000,26.629000,26.742001,25.081879,9258000
2011-06-14,26.900000,27.496000,26.854000,27.412001,25.710281,8926000
2011-06-15,27.108000,27.568001,27.047001,27.047001,25.367943,10766000
2011-06-16,27.047001,27.047001,26.514999,26.667999,25.012470,8746000
2011-06-17,26.826000,27.240000,26.487000,26.608999,24.957130,12558000
2011-06-20,26.599001,27.066000,26.537001,26.995001,25.319180,6104000
2011-06-21,27.108000,27.544001,27.011999,27.403000,25.701843,6106000
2011-06-22,27.306999,27.629999,27.114000,27.114000,25.430779,5425000
2011-06-23,26.889999,27.313000,26.709999,27.313000,25.617430,6659000
2011-06-24,27.299999,27.420000,27.035000,27.420000,25.717787,12495000
2011-06-27,27.308001,27.413000,27.040001,27.260000,25.567720,8099000
2011-06-28,27.476000,27.900000,27.393999,27.823000,26.095768,10349000
2011-06-29,27.885000,30.981001,27.523001,30.969999,29.047405,44579000
2011-06-30,30.677999,30.975000,29.958000,30.134001,28.263302,37687000
2011-07-01,30.048000,31.563999,29.959999,31.447001,29.494795,24158000
2011-07-05,31.242001,31.773001,31.200001,31.596001,29.634539,10387000
2011-07-06,31.490999,31.728001,31.202999,31.290001,29.361481,10999000
2011-07-07,31.246000,32.228001,31.246000,31.902000,29.935762,21592000
2011-07-08,31.406000,31.743999,31.313999,31.528999,29.585749,10455000
2011-07-11,31.319000,31.334999,30.700001,30.746000,28.851009,10621000
2011-07-12,30.816999,30.950001,30.372999,30.391001,28.517889,13843000
2011-07-13,30.594999,30.995001,30.570000,30.589001,28.703684,12417000
2011-07-14,30.451000,31.100000,30.451000,30.568001,28.683977,9649000
2011-07-15,30.657000,30.930000,30.542999,30.754999,28.859457,10013000
2011-07-18,30.664000,30.947001,30.395000,30.754999,28.859457,11773000
2011-07-19,30.934999,31.277000,30.837000,31.139000,29.219784,10771000
2011-07-20,31.249001,31.278000,30.650999,30.827000,28.927017,5922000
2011-07-21,30.993999,31.493000,30.858999,31.052000,29.138155,8257000
2011-07-22,31.070999,31.570999,30.902000,31.414000,29.477833,6793000
2011-07-25,31.027000,31.871000,30.968000,31.635000,29.685219,7013000
2011-07-26,31.636000,31.865000,31.237000,31.275999,29.348337,5409000
2011-07-27,31.138000,31.350000,30.298000,30.309000,28.440941,10670000
2011-07-28,30.393000,31.212000,30.271000,30.690001,28.798462,11385000
2011-07-29,30.205000,30.686001,29.959999,30.325001,28.455959,8973000
2011-08-01,30.823999,31.165001,30.101999,30.412001,28.537592,7046000
2011-08-02,30.292000,30.941000,29.849001,29.849001,28.009293,11625000
2011-08-03,31.221001,34.042000,31.153999,33.847000,31.760881,51905000
2011-08-04,33.382999,33.561001,32.259998,32.259998,30.271700,24544000
2011-08-05,32.876999,33.094002,31.334000,32.653999,30.641407,23768000
2011-08-08,31.487000,32.230000,29.167000,29.195999,27.396540,28694000
2011-08-09,29.992001,32.280998,29.454000,32.280998,30.291403,26779000
2011-08-10,31.400999,32.119999,30.361000,30.371000,28.499123,29809000
2011-08-11,30.923000,33.000000,30.590000,32.738998,30.721170,25496000
2011-08-12,32.900002,33.271999,31.818001,32.806999,30.784975,12999000
2011-08-15,33.102001,33.849998,32.605999,33.500000,31.435265,14919000
2011-08-16,33.382000,33.799999,32.845001,33.500000,31.435265,14729000
2011-08-17,33.712002,33.754002,32.310001,32.622002,30.611383,14693000
2011-08-18,31.754000,32.000000,30.271000,30.490999,28.611725,21241000
2011-08-19,30.129000,31.030001,30.000000,30.016001,28.166000,15611000
2011-08-22,30.794001,30.870001,30.139999,30.600000,28.714012,10295000
2011-08-23,30.872999,32.249001,30.426001,32.238998,30.251989,10723000
2011-08-24,32.230999,32.980999,31.895000,32.520000,30.515675,11707000
2011-08-25,32.610001,32.949001,32.096001,32.285999,30.296095,8263000
2011-08-26,32.083000,32.701000,31.337000,32.533001,30.527872,10520000
2011-08-29,32.946999,33.395000,32.181999,32.737000,30.719294,15119000
2011-08-30,32.533001,33.180000,32.101002,32.973000,30.940760,11211000
2011-08-31,33.293999,33.575001,32.612999,32.971001,30.938869,10337000
2011-09-01,33.013000,33.516998,32.848999,33.006001,30.971712,10556000
2011-09-02,32.264999,32.661999,32.005001,32.068001,30.091528,8722000
2011-09-06,31.308001,32.332001,31.152000,32.299999,30.309227,12269000
2011-09-07,32.813999,33.933998,32.734001,33.910000,31.820002,16441000
2011-09-08,33.724998,34.513000,33.537998,33.791000,31.708338,16012000
2011-09-09,33.618000,33.761002,32.188000,32.202000,30.217272,17671000
2011-09-12,31.995001,32.549000,31.469999,32.203999,30.219151,15418000
2011-09-13,32.236000,32.889000,32.005001,32.886002,30.859110,10394000
2011-09-14,33.002998,33.866001,32.639000,33.723000,31.644522,17896000
2011-09-15,33.875000,34.956001,33.053001,34.793999,32.649513,22126000
2011-09-16,34.983002,35.200001,33.819000,34.695000,32.556618,52441000
2011-09-19,34.154999,35.200001,33.893002,34.798000,32.653267,16494000
2011-09-20,34.830002,36.194000,34.830002,35.377998,33.197525,22902000
2011-09-21,35.456001,35.647999,34.092999,34.097000,31.995461,14182000
2011-09-22,33.203999,33.801998,32.323002,33.096001,31.056166,22186000
2011-09-23,33.007999,33.813999,32.821999,33.702999,31.625761,12941000
2011-09-26,33.984001,34.396000,33.112999,33.439999,31.378967,15891000
2011-09-27,33.908001,34.199001,33.347000,33.811001,31.727100,12272000
2011-09-28,33.806000,34.000000,32.915001,32.981998,30.949186,10268000
2011-09-29,33.638000,33.778999,32.146999,32.837002,30.813133,10228000
2011-09-30,32.402000,32.423000,31.247999,31.716000,29.761225,17195000
2011-10-03,31.450001,32.400002,31.010000,31.087999,29.171928,14377000
2011-10-04,30.797001,30.867001,29.301001,30.766001,28.869785,27000000
2011-10-05,30.802999,31.378000,30.228001,31.333000,29.416170,16059000
2011-10-06,31.250999,31.891001,30.921000,31.625999,29.691248,13364000
2011-10-07,31.753000,31.924999,30.929001,31.146000,29.240614,12340000
2011-10-10,31.552999,32.582001,31.552999,32.581001,30.587824,9527000
2011-10-11,32.312000,33.317001,32.200001,32.951000,30.935192,10954000
2011-10-12,33.441002,33.737000,32.709999,32.799000,30.792490,14183000
2011-10-13,32.709999,33.915001,32.654999,33.598999,31.543552,12993000
2011-10-14,33.830002,34.492001,33.731998,34.158001,32.068356,8943000
2011-10-17,34.084000,34.216000,33.377998,33.512001,31.461876,9065000
2011-10-18,33.561001,34.147999,33.116001,33.988998,31.909687,10625000
2011-10-19,34.000000,34.011002,32.361000,32.376999,30.396303,12912000
2011-10-20,32.646999,32.937000,32.249001,32.568001,30.575623,12506000
2011-10-21,32.973000,33.361000,32.660000,33.340000,31.300388,10032000
2011-10-24,33.279999,34.110001,33.279999,34.069000,31.984793,8156000
2011-10-25,33.813000,33.983002,32.700001,32.750999,30.747429,8323000
2011-10-26,33.259998,33.298000,32.458000,32.905998,30.892941,10964000
2011-10-27,33.601002,34.959000,33.118999,34.915001,32.779045,16934000
2011-10-28,34.658001,35.500000,34.617001,35.458000,33.288837,9729000
2011-10-31,35.115002,35.599998,34.609001,34.723999,32.599735,9254000
2011-11-01,33.674000,34.099998,33.335999,33.430000,31.384893,12690000
2011-11-02,36.105000,36.480000,35.143002,35.765999,33.577984,30756000
2011-11-03,35.535000,36.799000,35.500999,36.659000,34.416359,14512000
2011-11-04,36.484001,36.898998,35.910000,36.008999,33.806122,12421000
2011-11-07,36.196999,36.595001,35.874001,36.591000,34.352509,10310000
2011-11-08,36.812000,36.898998,36.305000,36.806999,34.555298,9154000
2011-11-09,36.168999,36.644001,35.743999,35.743999,33.557323,11119000
2011-11-10,36.221001,36.271000,35.536999,36.011002,33.807980,6778000
2011-11-11,36.256001,37.036999,36.254002,37.014999,34.750568,10283000
2011-11-14,36.626999,37.320000,36.601002,36.727001,34.480190,6941000
2011-11-15,36.743000,37.355000,36.700001,37.132999,34.861347,8888000
2011-11-16,36.852001,36.983002,36.099998,36.099998,33.891537,9753000
2011-11-17,36.193001,36.679001,35.662998,35.938999,33.740387,11423000
2011-11-18,36.158001,36.200001,35.599998,36.042000,33.837097,10586000
2011-11-21,35.500999,35.681000,34.881001,35.180000,33.027821,14079000
2011-11-22,35.205002,35.834999,35.200001,35.455002,33.286007,7707000
2011-11-23,35.334000,35.471001,34.657001,34.705002,32.581886,9350000
2011-11-25,34.529999,35.157001,34.500000,34.619999,32.502083,3939000
2011-11-28,35.591999,35.999001,35.480000,35.924999,33.727257,10898000
2011-11-29,36.005001,36.146000,35.500000,35.768002,33.579853,7204000
2011-11-30,36.801998,37.470001,36.605000,37.455002,35.163670,12752000
2011-12-01,37.241001,38.195999,37.241001,38.096001,35.765461,12151000
2011-12-02,38.369999,38.499001,37.838001,37.838001,35.523232,9320000
2011-12-05,38.299000,38.334999,37.000999,37.284000,35.003120,10981000
2011-12-06,37.205002,37.498001,37.016998,37.130001,34.858532,8895000
2011-12-07,37.116001,37.498001,36.636002,37.435001,35.144875,7934000
2011-12-08,37.331001,37.811001,36.887001,36.931000,34.671707,8544000
2011-12-09,37.345001,37.930000,36.983002,37.742001,35.433102,8405000
2011-12-12,37.397999,37.530998,36.908001,37.127998,34.856655,6025000
2011-12-13,37.464001,37.494999,36.623001,36.894001,34.636971,7006000
2011-12-14,36.605000,36.708000,36.000000,36.112000,33.902809,10399000
2011-12-15,36.793999,36.796001,35.896999,35.921001,33.723511,7661000
2011-12-16,36.013000,36.595001,35.828999,36.216000,34.000454,8399000
2011-12-19,36.270000,36.799999,35.799999,35.874001,33.679363,10939000
2011-12-20,36.331001,37.417000,36.000999,37.390999,35.103580,13179000
2011-12-21,37.313999,37.450001,36.668999,37.417999,35.128925,7936000
2011-12-22,37.469002,37.655998,36.758999,37.125000,34.853844,9340000
2011-12-23,37.331001,37.814999,37.175999,37.814999,35.501625,4655000
2011-12-27,37.879002,38.132000,37.415001,37.474998,35.182419,4448000
2011-12-28,37.689999,37.689999,37.139000,37.377998,35.091354,5252000
2011-12-29,37.398998,37.840000,37.366001,37.827000,35.512882,4874000
2011-12-30,37.799000,37.819000,37.282001,37.282001,35.001232,5216000
2012-01-03,37.837002,37.863998,36.561001,36.837002,34.583473,14708000
2012-01-04,36.497002,36.674000,35.257000,35.625000,33.445606,22841000
2012-01-05,35.380001,35.563000,35.055000,35.241001,33.099041,14757000
2012-01-06,35.335999,35.400002,34.178001,34.292000,32.207718,20887000
2012-01-09,34.487000,34.782001,34.209000,34.582001,32.480095,11486000
2012-01-10,34.875000,35.127998,34.523998,34.882999,32.762794,10252000
2012-01-11,33.998001,34.556000,33.904999,34.146999,32.071526,14353000
2012-01-12,34.150002,34.485001,33.956001,34.330002,32.243393,13262000
2012-01-13,34.159000,34.597000,33.731998,33.908001,31.847052,12545000
2012-01-17,34.106998,34.700001,34.050999,34.597000,32.494175,11118000
2012-01-18,34.598999,35.451000,34.567001,35.237999,33.096226,12440000
2012-01-19,35.549000,35.599998,35.051998,35.290001,33.145061,8855000
2012-01-20,34.997002,35.000000,33.750000,34.066002,31.995441,18952000
2012-01-23,33.994999,34.389999,33.625999,33.905998,31.845179,10343000
2012-01-24,33.846001,34.459999,33.730000,34.268002,32.185165,6830000
2012-01-25,34.216000,34.987999,34.099998,34.876999,32.757156,8994000
2012-01-26,34.901001,35.493999,34.722000,34.783001,32.668858,9230000
2012-01-27,34.775002,35.169998,34.561001,34.879002,32.759029,7243000
2012-01-30,34.696999,35.237000,34.625000,35.196999,33.057713,8240000
2012-01-31,35.536999,35.865002,35.243999,35.556999,33.395817,10633000
2012-02-01,35.824001,36.123001,35.599998,35.762001,33.588364,14580000
2012-02-02,36.716000,38.424999,36.716000,38.157001,35.837795,35026000
2012-02-03,38.205002,39.130001,38.205002,39.032001,36.659611,22332000
2012-02-06,39.299999,39.299999,38.700001,39.131001,36.752598,11256000
2012-02-07,39.199001,39.448002,38.865002,39.291000,36.902866,12568000
2012-02-08,39.301998,39.515999,39.025002,39.491001,37.090721,10090000
2012-02-09,39.997002,40.179001,39.426998,39.639999,37.230667,10000000
2012-02-10,39.400002,39.698002,39.241001,39.613998,37.206223,7484000
2012-02-13,39.952000,40.000000,39.532001,39.665001,37.254143,5847000
2012-02-14,39.646999,39.654999,39.382000,39.555000,37.150829,7660000
2012-02-15,39.880001,39.973000,39.264999,39.296001,36.907574,7305000
2012-02-16,39.410000,39.587002,38.977001,39.314999,36.925411,7223000
2012-02-17,39.472000,39.699001,39.229000,39.599998,37.193092,7688000
2012-02-21,39.544998,40.078999,39.401001,39.955002,37.526508,11588000
2012-02-22,39.798000,40.854000,39.798000,40.682999,38.210278,10087000
2012-02-23,40.679001,40.777000,40.423000,40.610001,38.141708,8216000
2012-02-24,40.832001,41.875999,40.618999,41.561001,39.034901,12869000
2012-02-27,41.233002,42.208000,41.097000,42.139999,39.578709,8754000
2012-02-28,42.146999,42.599998,42.000999,42.396999,39.820084,9691000
2012-02-29,42.412998,42.856998,41.761002,42.000000,39.447227,10991000
2012-03-01,42.249001,42.327999,41.700001,42.042999,39.487587,8726000
2012-03-02,41.650002,41.946999,41.268002,41.278000,38.769104,9652000
2012-03-05,41.452000,41.930000,41.213001,41.762001,39.223686,8318000
2012-03-06,41.097000,41.213001,40.627998,40.834000,38.352089,9358000
2012-03-07,41.131001,41.499001,41.064999,41.174000,38.671421,8394000
2012-03-08,41.445999,41.893002,41.355000,41.726002,39.189865,7095000
2012-03-09,41.817001,42.106998,41.550999,41.952000,39.402126,7354000
2012-03-12,41.806999,42.362999,41.752998,41.986000,39.434071,6463000
2012-03-13,42.200001,42.334000,41.680000,42.321999,39.749641,7528000
2012-03-14,42.242001,42.612999,41.866001,42.141998,39.580585,6175000
2012-03-15,42.141998,42.299000,41.799999,41.955002,39.404953,5888000
2012-03-16,41.868999,42.137001,41.807999,42.016998,39.463177,7608000
2012-03-19,41.977001,42.810001,41.922001,42.508999,39.925274,8011000
2012-03-20,42.318001,42.391998,41.764000,41.897999,39.351406,5960000
2012-03-21,42.005001,42.297001,41.789001,41.793999,39.253738,5995000
2012-03-22,41.744999,42.132999,41.500999,41.683998,39.150421,6306000
2012-03-23,41.622002,42.636002,41.622002,42.401001,39.823853,6644000
2012-03-26,42.729000,43.756001,42.500999,43.568001,40.919914,10460000
2012-03-27,43.550999,43.590000,43.066002,43.066002,40.448441,7299000
2012-03-28,43.380001,43.473999,42.480999,42.751999,40.153522,6837000
2012-03-29,42.462002,42.832001,42.158001,42.821999,40.219250,5092000
2012-03-30,42.862999,42.870998,42.000000,42.054001,39.497932,10180000
2012-04-02,42.183998,43.433998,41.900002,43.205002,40.578964,8944000
2012-04-03,43.171001,44.060001,42.903999,43.801998,41.139687,11526000
2012-04-04,43.438999,43.650002,42.612999,43.094002,40.502472,9824000
2012-04-05,43.048000,44.220001,42.868999,43.985001,41.339886,8506000
2012-04-09,43.293999,44.287998,43.215000,43.929001,41.287251,8574000
2012-04-10,43.929001,44.095001,42.418999,42.473000,39.918808,12612000
2012-04-11,42.957001,43.242001,42.722000,43.004002,40.417885,5751000
2012-04-12,43.050999,43.422001,42.970001,43.397999,40.788177,5312000
2012-04-13,43.362999,44.380001,43.098999,44.046001,41.397221,10572000
2012-04-16,44.087002,44.146999,42.901001,43.265999,40.664108,7687000
2012-04-17,43.481998,43.924000,43.448002,43.842999,41.206421,5232000
2012-04-18,43.730999,44.097000,43.597000,43.669998,41.043827,5208000
2012-04-19,43.717999,44.078999,43.234001,43.681999,41.055099,6880000
2012-04-20,44.000999,44.328999,43.748001,44.043999,41.395348,9070000
2012-04-23,43.601002,43.743000,42.075001,43.026001,40.438557,12354000
2012-04-24,43.023998,43.587002,42.667999,43.029999,40.442310,6525000
2012-04-25,43.467999,44.506001,43.174000,44.506001,41.829540,9781000
2012-04-26,44.449001,45.648998,44.449001,45.397999,42.667915,10407000
2012-04-27,45.811001,46.234001,45.550999,45.757999,43.006260,11799000
2012-04-30,45.939999,46.030998,45.133999,45.227001,42.507183,9794000
2012-05-01,45.584999,46.698002,45.367001,45.590000,42.848351,17580000
2012-05-02,44.668999,45.820000,44.000000,45.145000,42.430111,21649000
2012-05-03,45.299999,45.477001,43.969002,44.243000,41.582359,15116000
2012-05-04,43.700001,44.191002,43.383999,43.969002,41.324844,14684000
2012-05-07,43.465000,44.282001,43.465000,43.612000,40.989304,10801000
2012-05-08,43.401001,43.615002,42.305000,43.164001,40.568264,10400000
2012-05-09,42.582001,43.203999,42.099998,42.283001,39.740231,9996000
2012-05-10,42.580002,42.935001,41.827000,42.298000,39.754326,11555000
2012-05-11,42.000000,42.762001,41.900002,42.240002,39.699814,7891000
2012-05-14,41.817001,42.099998,41.444000,41.444000,38.951683,12164000
2012-05-15,41.472000,41.997002,41.337002,41.446999,38.954491,6769000
2012-05-16,41.888000,42.049999,40.868000,40.937000,38.475178,12951000
2012-05-17,41.380001,41.380001,39.849998,39.858002,37.461071,12020000
2012-05-18,40.202000,40.457001,39.456001,39.456001,37.083241,11113000
2012-05-21,39.599998,41.078999,39.419998,41.057999,38.588909,12811000
2012-05-22,41.021000,41.830002,40.826000,41.344002,38.857704,12319000
2012-05-23,41.115002,41.714001,40.657001,41.709000,39.200748,8750000
2012-05-24,42.006001,42.876999,41.610001,41.983002,39.458279,10810000
2012-05-25,41.654999,42.195000,41.212002,41.396000,38.906574,6948000
2012-05-29,41.733002,41.974998,41.319000,41.605000,39.103008,4658000
2012-05-30,41.090000,41.563000,40.930000,41.158001,38.682896,6743000
2012-05-31,41.230000,41.299000,39.901001,40.651001,38.206360,10662000
2012-06-01,39.861000,39.924000,38.990002,39.178001,36.821968,11237000
2012-06-04,39.169998,40.152000,39.009998,40.026001,37.618961,9667000
2012-06-05,40.103001,40.979000,40.023998,40.820000,38.365219,9693000
2012-06-06,41.457001,41.998001,41.277000,41.998001,39.472378,9733000
2012-06-07,42.451000,42.507000,41.397999,41.570999,39.071049,9438000
2012-06-08,41.244999,41.660999,41.091000,41.654999,39.150002,7441000
2012-06-11,42.049999,42.125000,41.351002,41.383999,38.895290,5905000
2012-06-12,41.400002,41.990002,41.094002,41.775002,39.262787,5788000
2012-06-13,41.507999,41.817001,40.799999,40.974998,38.510883,6123000
2012-06-14,40.964001,41.998001,40.953999,41.904999,39.384964,7452000
2012-06-15,42.275002,42.668999,41.994999,42.668999,40.103024,8093000
2012-06-18,42.493000,42.799000,42.230000,42.562000,40.002464,6307000
2012-06-19,42.898998,42.980000,42.575001,42.757000,40.185726,6877000
2012-06-20,42.783001,42.999001,42.112000,42.881001,40.302265,4999000
2012-06-21,42.880001,43.270000,42.104000,42.117001,39.584213,5544000
2012-06-22,42.158001,43.507999,42.060001,43.507999,40.891575,8706000
2012-06-25,43.285000,43.431000,42.852001,42.852001,40.275013,7000000
2012-06-26,42.974998,43.431999,42.702999,43.222000,40.622768,6198000
2012-06-27,43.318001,43.573002,43.115002,43.192001,40.594566,4446000
2012-06-28,42.929001,43.037998,41.675999,42.130001,39.596428,9629000
2012-06-29,42.745998,43.022999,42.563000,43.011002,40.424458,9351000
2012-07-02,43.507000,43.993000,43.015999,43.990002,41.344566,6180000
2012-07-03,43.955002,44.340000,43.680000,44.176998,41.520332,4863000
2012-07-05,44.043999,44.500000,43.842999,44.404999,41.762981,5972000
2012-07-06,44.103001,44.525002,43.944000,44.162998,41.535381,8164000
2012-07-09,43.432999,43.498001,42.330002,43.126999,40.561024,11064000
2012-07-10,43.180000,43.643002,42.012001,42.025002,39.524582,8211000
2012-07-11,41.895000,42.030998,41.284000,41.988998,39.490723,6284000
2012-07-12,41.605000,42.658001,41.446999,42.424999,39.900787,7646000
2012-07-13,42.521999,43.025002,42.396000,42.959999,40.403957,6082000
2012-07-16,43.977001,44.799999,43.574001,43.688999,41.089588,17479000
2012-07-17,43.832001,44.000000,43.007000,43.568001,40.975780,6192000
2012-07-18,43.335999,43.945000,43.200001,43.681999,41.083000,5775000
2012-07-19,43.824001,43.898998,42.793999,42.793999,40.247833,8195000
2012-07-20,42.490002,42.687000,42.143002,42.314999,39.797344,8963000
2012-07-23,41.626999,41.860001,41.127998,41.598000,39.123001,9147000
2012-07-24,41.728001,41.778000,40.470001,40.988998,38.550228,9457000
2012-07-25,41.299999,41.500000,40.648998,41.233002,38.779713,6069000
2012-07-26,41.882000,42.743999,41.762001,42.376999,39.855637,7061000
2012-07-27,42.381001,43.674999,42.321999,43.674999,41.076424,9644000
2012-07-30,43.619999,44.674999,43.619999,44.115002,41.490234,9897000
2012-07-31,44.301998,44.326000,43.316002,43.657001,41.059490,11530000
2012-08-01,42.409000,43.299000,42.000000,42.720001,40.178242,21723000
2012-08-02,42.577000,42.908001,41.810001,42.342999,39.823669,11444000
2012-08-03,42.842999,42.900002,42.299999,42.412998,39.889503,10280000
2012-08-06,42.419998,42.756001,41.900002,41.985001,39.486965,7637000
2012-08-07,42.129002,42.285000,41.318001,41.639999,39.162495,12179000
2012-08-08,41.597000,42.700001,41.516998,42.445000,39.919605,10101000
2012-08-09,42.404999,42.785999,42.063999,42.594002,40.059746,7074000
2012-08-10,42.335999,42.785999,42.334999,42.603001,40.068199,4565000
2012-08-13,42.457001,42.675999,42.212002,42.563000,40.030575,4039000
2012-08-14,42.705002,43.314999,42.633999,42.807999,40.261005,5696000
2012-08-15,42.807999,43.110001,42.619999,42.709000,40.167889,4050000
2012-08-16,42.723999,43.090000,42.603001,42.852001,40.302387,4134000
2012-08-17,42.794998,42.945999,42.515999,42.681000,40.141571,5416000
2012-08-20,42.709999,42.860001,42.368999,42.720001,40.178242,4384000
2012-08-21,42.702999,42.980999,42.244999,42.331001,39.812386,4232000
2012-08-22,42.110001,42.571999,41.882999,42.119999,39.613945,6931000
2012-08-23,42.092999,42.279999,41.667000,41.833000,39.344032,5744000
2012-08-24,41.860001,42.347000,41.766998,42.244999,39.731503,5130000
2012-08-27,42.249001,42.619999,42.051998,42.341999,39.822723,4699000
